Company,Employee_ID,Department_ID,Branch_ID,Age,Gender_Code,Experience_Years,Education_Level,Job_Level,Salary_INR,Bonus_INR,Overtime_Hours,Training_Hours,Projects_Assigned,Projects_Completed,Performance_Score,Attendance_Percent,Leaves_Taken,Late_Logins,Promotion_Count,Client_Rating,Sales_Target,Sales_Achieved,Customer_Tickets,Resolved_Tickets,Work_Hours_Month,Manager_ID,Team_Size,Travel_Days,Remote_Work_Days,Office_Floor,Desk_Number,Laptop_Age_Months,Certification_Count,Monthly_KPI
Apple,104435,8,147,52,1,24,4,5,2591527,305683,39,39,23,12,5,86.84,14,19,2,4.49,4498972,3438838,415,202,157,1162,3,1,10,19,5327,49,4,99.85
Amazon,104436,22,160,39,0,18,2,3,2041807,243620,23,35,17,21,5,98.66,7,13,2,2.89,2940778,3033197,23,17,213,1366,24,9,11,7,1181,69,1,61.99
Wipro,104437,10,123,54,1,25,3,1,2527161,56474,36,110,20,14,1,78.42,18,29,1,2.31,3794347,1358457,182,291,184,1314,20,15,10,6,3767,8,10,89.08
TCS,104438,21,149,55,0,34,4,5,3294569,163298,2,294,12,1,2,97.55,5,39,3,2.18,4189292,3973836,241,371,174,1498,14,7,0,18,4337,72,14,99.26
SAP,104439,10,142,29,1,6,3,3,916243,76328,41,126,3,9,4,98.57,9,20,5,2.69,2645418,2366195,131,246,236,1475,27,13,20,2,4833,55,6,70.75
Infosys,104440,4,147,41,0,20,1,8,2048010,211676,14,292,11,10,5,74,24,4,0,3.99,2791544,132886,484,496,228,1303,3,12,20,13,2724,2,14,52.61
Oracle,104441,6,109,29,1,9,2,1,1086946,98413,36,234,7,25,4,84.8,11,15,0,1.15,4436868,5449132,328,200,203,1334,16,12,22,12,1125,21,4,76.79
NVIDIA,104442,18,169,62,1,33,2,9,3244866,373678,41,61,5,3,5,88.76,0,13,5,1.35,4595094,5456218,230,295,217,1445,14,17,1,19,7719,1,0,52.82
HCLTech,104443,4,137,39,1,20,1,1,2196502,65090,29,36,20,15,1,97.52,22,24,5,4.25,3352425,4628719,265,400,192,1028,5,1,20,3,1924,56,1,68.93
SAP,104444,29,126,27,0,7,1,5,891570,98390,8,75,14,5,3,97.52,29,23,2,3.02,777462,3334642,409,75,179,1313,25,5,1,17,2245,47,9,64.16
Oracle,104445,1,157,41,0,13,4,8,1612813,39858,21,171,1,15,1,72.27,20,19,2,4.5,1037024,1361612,441,335,129,1018,4,14,20,10,7989,33,15,64.98
TCS,104446,17,136,46,0,21,2,8,2191678,126512,10,66,23,6,2,88.23,12,33,1,2.59,988587,2348104,59,196,218,1141,20,18,0,19,3543,17,15,68.88
Amazon,104447,12,138,50,1,24,3,4,2397430,113308,12,71,1,6,2,74.98,5,10,3,1.7,3483689,5051058,62,247,182,1535,18,13,18,12,6043,45,9,74.81
Adobe,104448,16,115,47,0,21,5,6,2302254,201436,37,127,7,24,4,85.96,28,38,1,1.48,3309323,1743633,430,326,231,1100,8,15,18,18,7710,56,2,98.71
Salesforce,104449,30,144,49,0,19,2,10,1929088,91242,23,230,18,21,2,99.88,5,19,1,3.12,419025,87131,4,290,163,1304,14,16,21,12,9933,58,15,81.84
Cisco,104450,11,178,47,1,21,4,8,2131667,215716,36,204,10,5,4,77.34,23,20,4,1.46,4607696,1114229,74,500,194,1067,27,7,0,6,4945,54,15,55.24
Intel,104451,19,100,50,1,20,1,4,2069674,168880,36,268,7,8,3,74.87,14,27,4,4.21,3038962,1640534,335,417,176,1230,17,16,11,17,4500,37,1,90.34
TCS,104452,26,174,36,0,6,3,6,966067,86162,60,283,15,25,2,70.99,11,11,4,2.31,2056227,2567033,37,40,219,1495,16,7,9,14,9032,8,14,93.78
Alphabet,104453,26,111,60,0,32,3,3,3265671,89836,60,142,9,2,1,72.84,19,9,1,4.85,803813,5018141,15,205,217,1213,9,20,4,13,2469,66,7,77.76
Tesla,104454,3,177,47,0,17,1,6,1770982,38902,44,153,13,5,1,72.13,11,1,0,1.22,912835,2364635,11,221,152,1078,6,4,11,18,4628,16,8,73.44
Tesla,104455,2,158,50,0,25,2,10,2580471,153152,60,121,15,6,2,94.38,19,16,3,2.77,3888548,415792,349,145,186,1301,21,12,6,18,1382,5,1,88.54
Wipro,104456,1,160,26,1,4,4,9,780985,85399,5,146,18,12,3,94.81,12,25,4,4.82,4661697,3984401,444,341,163,1109,14,12,2,4,6976,8,14,68.07
Salesforce,104457,7,103,45,0,22,2,3,2389720,268364,46,34,4,23,5,95.59,20,35,1,4.82,1447511,2183106,91,145,217,1025,29,6,8,12,4802,15,5,85.23
SAP,104458,26,154,45,1,22,3,9,2196824,182547,21,12,17,18,4,99.85,22,35,1,4.88,2476442,4039483,376,494,158,1542,12,10,14,14,9931,7,14,97.01
Infosys,104459,22,144,21,1,0,2,6,282384,68734,50,25,4,18,5,90.23,27,36,0,3.18,787660,4323290,370,146,224,1462,5,20,19,2,3896,3,11,86.77
NVIDIA,104460,30,110,50,1,29,5,3,2839697,284044,11,161,22,9,5,82.37,10,3,0,4.24,4488436,1447572,13,468,126,1085,8,4,18,8,7505,1,5,90.68
Infosys,104461,26,105,29,0,0,4,4,337199,31514,47,166,4,3,2,71.7,11,15,2,3.22,2563398,3306217,389,362,184,1077,25,10,17,7,3419,9,3,78.37
Microsoft,104462,20,108,41,0,11,5,9,1201239,121611,32,290,1,11,3,85.16,1,7,2,2.65,2218192,672963,270,447,228,1316,23,16,21,9,7712,58,3,81.37
Adobe,104463,16,121,33,0,3,2,1,692453,102260,36,169,22,16,4,77.39,14,21,0,2.54,341399,1728188,75,255,146,1280,6,9,4,18,8961,21,14,78.68
Alphabet,104464,17,142,40,0,15,2,3,1606045,189427,27,30,11,17,5,74.32,23,31,4,3.36,3731726,3711868,478,194,218,1256,3,11,2,11,6775,68,8,84.09
Intel,104465,4,178,40,1,15,1,9,1604641,86328,31,119,5,8,2,99.03,4,15,4,2,4827691,310775,172,225,131,1171,11,17,4,8,5043,19,7,98.3
IBM,104466,13,130,55,0,32,5,4,3174655,275841,44,106,22,20,4,84.69,23,19,0,1.57,2334922,1119743,238,353,127,1041,4,10,16,4,5044,16,10,52.43
IBM,104467,8,121,34,0,15,4,9,1791461,186043,3,268,15,7,4,77.55,23,31,0,3.32,1718790,125193,246,123,121,1267,13,6,8,10,6691,59,8,60.55
Alphabet,104468,30,111,42,1,14,4,8,1474143,96971,10,10,14,2,2,89.02,22,38,2,3.41,4217421,1095488,357,37,180,1337,15,6,19,4,7874,42,12,91.81
Meta,104469,4,142,45,1,16,1,4,1764069,65690,23,135,24,2,1,78.34,10,28,3,3.69,177255,4927754,462,403,144,1507,10,6,13,13,7851,2,10,72.85
Intel,104470,27,111,62,1,32,5,8,3267001,344897,0,292,12,19,5,78.48,22,28,0,1.4,3306358,4590963,58,475,130,1126,18,11,2,20,4220,39,0,82.12
Alphabet,104471,21,132,24,1,3,3,10,714052,75102,33,265,15,19,3,79.59,21,33,0,2.29,714930,3026768,101,486,214,1589,17,9,5,5,9433,14,11,92.99
Microsoft,104472,26,168,61,0,31,5,8,3217000,272339,57,146,20,18,4,77.23,4,15,0,4.07,3903114,345827,104,469,224,1082,27,5,11,15,4549,24,4,86.2
Microsoft,104473,24,173,21,0,0,2,10,334419,56555,15,53,8,19,3,96.65,30,21,5,2.76,2696082,4608445,277,47,154,1187,28,3,0,3,5896,56,12,97.53
Intel,104474,30,129,28,1,2,3,3,420881,47921,13,196,6,21,3,99.2,1,35,2,2.34,1602667,2909972,61,207,215,1470,18,3,14,1,9085,53,0,72.28
Salesforce,104475,15,178,51,1,21,3,9,2175333,47489,24,105,9,18,1,71.88,28,23,2,1.44,385201,420969,248,109,148,1292,19,16,18,10,1794,24,4,69.62
Microsoft,104476,7,178,23,0,0,1,1,275485,58444,4,36,1,18,4,88.42,28,9,5,4.72,1226574,2727477,421,195,240,1226,17,11,13,4,6628,40,8,81.04
NVIDIA,104477,11,153,47,0,25,5,4,2525372,171915,50,211,14,12,3,74.82,21,8,4,1.98,484608,2637835,433,65,158,1232,21,6,22,19,7859,9,11,88.83
HCLTech,104478,9,169,31,1,4,1,10,764589,93409,5,96,8,1,5,92.7,3,23,0,3.85,617531,3815623,336,263,219,1387,4,5,11,10,3627,55,14,96.69
Salesforce,104479,3,119,24,0,4,4,4,746128,77383,5,42,21,1,2,81.03,12,30,3,2.33,3493701,3494656,382,14,239,1542,6,5,6,6,6919,13,5,62.74
Capgemini,104480,3,131,50,1,28,4,1,2939386,282685,13,27,21,1,4,77.58,26,2,3,2.13,3465224,4882730,489,246,164,1316,19,14,22,14,9045,48,12,59.33
Tesla,104481,24,159,43,0,13,4,8,1439373,87727,3,262,19,17,2,83.78,28,31,5,2.59,3057568,4461296,343,416,181,1595,23,15,1,17,5125,38,1,87.98
IBM,104482,3,155,27,1,3,5,4,693081,74892,9,297,19,2,4,81.12,19,31,3,3.41,3086044,5014745,308,393,168,1447,21,8,19,14,3803,68,8,62.17
Oracle,104483,7,100,31,1,9,1,8,1230742,166374,32,4,5,5,5,78.9,10,40,2,4.6,421292,3438625,463,183,175,1396,28,16,6,12,8053,11,10,93.58
IBM,104484,8,141,57,0,31,5,1,3219187,221620,25,55,15,11,3,83.31,16,13,3,2.7,3971887,1013837,457,388,164,1403,28,0,21,2,9962,45,15,97.96
IBM,104485,12,121,38,0,18,5,3,1852080,147142,17,272,16,16,3,84.19,0,21,0,3.52,3338650,2888860,266,274,142,1430,25,17,2,1,9114,27,5,97.52
Tesla,104486,3,100,62,0,35,2,10,3599460,319707,2,108,2,19,4,72.43,23,31,3,1.06,4885905,4910755,221,421,126,1596,7,13,0,13,5464,64,1,94.17
TCS,104487,26,139,53,1,24,3,6,2423402,166442,29,43,7,20,3,74.57,16,12,4,2.86,2477548,4712680,264,0,198,1526,21,12,8,12,4623,65,15,98.62
Apple,104488,21,177,31,1,3,1,6,632380,89873,11,237,19,23,4,99.23,28,28,1,3.45,4462477,4256617,261,345,194,1311,8,11,22,15,6901,46,4,55.74
TCS,104489,28,139,32,1,6,2,6,896535,80651,9,179,1,23,4,97.76,11,39,1,3.49,840774,1050883,203,149,179,1227,16,11,6,17,8707,8,15,68.8
Amazon,104490,8,143,36,0,7,2,9,853178,18991,58,181,22,10,1,81.32,17,29,0,4.86,2086440,580446,90,19,138,1244,16,1,13,12,8815,53,5,69.13
Microsoft,104491,5,170,41,1,14,5,10,1529736,82962,12,135,17,8,2,75.37,1,15,5,3.04,1406147,1992809,15,98,157,1364,20,19,5,3,9940,48,9,99.21
Alphabet,104492,26,145,29,1,0,3,2,284949,50132,45,40,16,24,4,77.89,8,22,2,4.04,3939266,2764128,132,373,144,1310,4,13,0,9,8076,41,11,65.93
Alphabet,104493,30,140,60,0,34,1,10,3495846,238480,40,138,15,18,3,92.44,18,27,0,4.92,2843096,501874,332,339,204,1568,10,17,3,16,2859,50,15,83
Infosys,104494,12,178,47,0,22,4,3,2424855,55656,2,280,24,21,1,77.71,12,38,5,2.9,3939382,3704847,456,237,160,1143,24,13,22,9,3753,37,10,80.13
SAP,104495,14,123,30,0,7,5,2,965562,20109,37,174,10,19,1,76.71,24,25,1,2.23,1732347,3270697,261,162,229,1012,10,18,10,8,2761,37,7,98.8
Tesla,104496,17,167,36,0,16,4,9,1682648,71887,47,45,14,10,1,82.19,13,36,5,3.41,1312229,5422762,288,13,186,1022,19,18,4,7,1702,22,12,54.66
Adobe,104497,22,164,44,0,14,2,1,1516613,44538,32,37,23,15,1,87.08,4,15,0,4.02,3588669,3020015,292,313,237,1549,18,4,14,9,5191,1,10,57.83
Cisco,104498,6,100,30,0,9,2,8,1232644,140749,29,96,5,24,4,83.53,6,8,4,1.39,4935691,5080816,158,360,212,1295,27,19,22,13,4078,63,0,84.86
Alphabet,104499,16,176,59,1,29,1,10,2989182,164859,8,177,8,8,2,81,23,12,2,3.29,4101944,143824,128,370,173,1494,24,20,19,1,4789,57,3,96.57
Microsoft,104500,18,163,36,1,13,1,2,1414189,65194,44,31,16,13,2,89.53,13,36,4,4.85,4035782,4083269,370,351,200,1116,6,20,10,8,9237,64,14,83.22
IBM,104501,28,176,29,0,10,5,3,1330787,81401,36,234,22,24,2,90.04,6,31,0,4.13,787708,4085570,236,59,189,1378,23,18,8,20,1760,23,14,66.87
Wipro,104502,30,104,50,1,24,3,3,2437743,185952,55,37,8,8,3,75.57,15,38,2,4.24,1842632,3637473,477,12,202,1515,7,12,1,19,8908,46,8,64.83
Meta,104503,22,133,50,0,26,1,9,2688341,305454,6,65,20,10,5,98.15,17,40,4,3.98,2039800,1869005,124,472,228,1288,29,11,5,11,3369,15,15,53.58
Salesforce,104504,17,169,36,1,15,2,2,1613097,156151,26,141,14,19,4,95.51,26,24,4,1.57,835908,3906668,100,125,146,1491,26,1,18,16,9550,24,2,53.95
Meta,104505,10,136,51,1,24,5,9,2432496,250856,60,79,5,20,5,88.22,7,18,3,3.07,2216045,5011464,490,399,154,1011,20,10,10,11,1904,60,12,54.5
Oracle,104506,9,134,34,0,12,5,4,1390569,117710,59,4,10,7,4,72.88,6,7,5,1.39,3886078,2515191,50,111,190,1473,18,7,17,16,7961,40,6,80.38
SAP,104507,1,128,32,1,3,2,7,542836,67711,30,189,15,18,5,83.15,21,16,3,3.56,3370386,2351653,376,369,172,1022,10,11,18,17,3615,71,0,59.65
Tesla,104508,28,150,31,1,1,1,5,409397,38296,32,142,14,12,2,85.52,9,39,5,3.68,3909732,2963902,355,278,167,1266,15,9,0,13,7697,8,9,64.94
Salesforce,104509,24,149,30,1,3,5,8,562400,71923,56,273,13,25,5,75.19,28,8,0,3.41,4517351,2022690,151,398,122,1266,14,0,15,18,9202,37,12,80.04
Wipro,104510,27,145,44,1,23,4,7,2464518,233134,46,297,12,5,4,86.13,17,12,0,2.08,4849507,5137813,486,386,226,1479,4,6,14,2,3569,22,2,98.58
Capgemini,104511,7,164,59,0,29,1,1,2837350,266888,31,215,17,3,4,82.16,16,4,0,4.3,2940137,2544991,215,26,134,1121,17,2,12,13,2008,50,11,54.71
Meta,104512,29,158,23,1,2,3,3,389067,38480,34,205,6,2,4,82.3,7,31,4,2.32,4299214,1682799,109,404,177,1485,20,13,22,3,3078,8,6,75.45
TCS,104513,24,157,40,1,20,2,4,2204789,194813,41,151,10,14,4,78.52,0,33,1,2.85,1482656,1194153,6,72,192,1458,17,12,12,10,8381,38,2,70.6
Meta,104514,14,150,39,1,12,2,3,1337001,47980,51,220,16,9,1,70.55,0,5,5,4.79,2227140,2508241,318,155,131,1071,21,16,17,14,2405,24,7,71.35
Wipro,104515,25,114,46,0,26,4,5,2756177,90369,46,294,24,16,1,75.03,27,35,5,4.27,732728,367194,295,310,160,1478,29,4,8,14,8476,55,3,83.77
Adobe,104516,16,157,40,1,11,3,2,1224403,98169,4,240,5,9,4,96.16,28,2,5,1.15,241109,3718708,161,62,183,1012,15,16,18,15,2854,53,15,66.21
Amazon,104517,27,178,31,1,7,2,10,1036050,103881,47,193,8,5,5,97.68,3,17,1,4.45,3723395,3194492,368,439,189,1247,18,1,16,1,4508,12,11,92.82
Infosys,104518,28,179,37,0,8,3,3,1080303,65489,6,124,2,5,2,95.07,17,33,0,2.07,2180757,3718691,129,75,229,1499,21,20,0,7,5222,10,8,69.43
HCLTech,104519,16,110,43,1,18,3,2,2025861,247317,5,239,1,1,5,76.25,29,18,3,4.36,1748478,1555991,306,60,186,1064,15,15,5,1,4997,5,13,78.62
TCS,104520,14,100,36,1,13,4,5,1457784,110273,7,164,18,15,3,82.81,23,9,1,4.79,4189677,4774343,236,360,160,1336,19,9,2,1,4916,42,9,67.21
TCS,104521,8,177,39,1,16,3,2,1647817,78515,52,90,20,1,1,71.5,18,26,4,4.1,2934471,2585747,111,239,186,1559,22,12,18,11,9150,6,0,57.77
Accenture,104522,12,126,22,1,1,5,8,476137,50436,12,1,13,10,1,94.3,28,28,3,3.9,1995473,2951900,113,232,180,1579,6,9,5,20,7936,70,9,77
Tesla,104523,21,162,40,1,18,1,5,2044345,231617,0,84,15,20,5,96.14,15,34,5,4.78,4074378,4771926,302,164,131,1118,4,1,22,4,3044,7,13,65.01
Intel,104524,29,122,26,1,7,2,6,961402,55605,49,151,23,11,1,82.17,11,3,3,1.91,3914570,3624525,156,210,215,1206,15,10,20,10,8254,47,6,54.22
Apple,104525,10,165,27,1,1,4,8,373652,26694,20,83,24,17,2,97.17,14,2,2,2.15,4866124,3374336,22,142,233,1487,15,11,19,1,2302,20,6,84.47
HCLTech,104526,22,113,58,0,33,5,1,3305598,88254,42,254,7,2,1,97.48,17,7,3,2.72,2802985,1140916,1,21,124,1243,7,15,13,7,3464,70,5,53.08
HCLTech,104527,21,136,39,0,12,3,2,1483779,160797,26,136,21,9,5,82.15,25,35,0,4.2,4219838,863293,240,322,132,1185,15,4,15,7,8649,32,2,72.96
Tesla,104528,9,179,52,1,28,3,7,2776633,171271,7,165,10,13,3,71.67,29,9,1,3.57,479509,840129,316,73,218,1047,16,11,3,3,6766,21,5,54.09
NVIDIA,104529,17,141,42,1,15,3,3,1790169,44405,2,174,8,20,1,89.03,2,6,2,1.77,1318447,4476351,166,79,134,1040,19,4,20,10,8212,9,1,65.08
Infosys,104530,20,118,52,0,26,1,8,2643034,95389,24,64,10,12,1,77.91,12,11,0,1.25,971557,3400060,85,238,200,1167,27,1,20,12,9275,25,5,64.88
Capgemini,104531,24,134,32,1,8,3,2,947069,60411,25,10,25,1,2,87.77,14,34,1,4.19,381385,2789868,424,141,178,1387,23,14,11,12,6202,11,4,63.62
Intel,104532,28,132,32,0,2,3,9,413580,38365,11,268,24,23,4,98.04,20,11,2,2.24,3906506,3028022,467,452,156,1428,29,11,18,19,6804,65,11,66.63
Adobe,104533,5,118,39,0,18,3,2,1902378,237203,29,41,15,3,5,80.4,5,8,2,3.75,1002107,4105627,69,124,126,1398,3,14,13,2,8596,53,7,84.97
Alphabet,104534,30,164,53,1,34,1,3,3458021,93282,22,105,18,16,1,82.83,4,18,3,3.2,830004,4148775,39,254,180,1529,12,0,9,19,3665,7,12,52.94
Infosys,104535,14,143,37,1,10,3,2,1234101,82148,54,228,19,2,3,72.25,24,7,0,1.03,2453806,4797207,326,353,135,1273,30,15,12,17,8288,8,1,90.35
Oracle,104536,29,119,40,1,17,4,1,1785847,117378,56,183,17,21,2,89.06,6,15,2,4.47,1533124,4535621,228,102,240,1544,27,1,0,13,5780,35,15,50.08
HCLTech,104537,18,152,58,1,35,3,9,3569985,98711,8,14,13,0,1,87.87,2,13,3,4.24,4635513,3613795,12,349,233,1048,17,18,11,15,4181,43,12,84.01
Tesla,104538,13,106,45,1,16,2,10,1884221,93982,49,22,3,8,2,82.43,1,17,4,4.35,3307128,3508253,427,4,218,1424,19,17,19,15,4961,51,3,77.78
SAP,104539,28,119,29,0,3,5,8,618204,65456,33,234,9,18,3,72.61,19,16,3,2.01,3363133,925286,48,465,138,1244,17,15,22,9,9726,12,4,92.51
Wipro,104540,9,136,55,1,27,1,9,2743568,316974,19,248,2,18,5,98.42,29,11,1,4.69,1038770,5317197,241,467,148,1369,3,0,3,14,8337,70,2,52.1
HCLTech,104541,24,132,49,1,21,1,5,2193116,159635,31,196,11,9,3,74.62,2,39,3,2.85,2769425,2710224,280,376,122,1099,19,13,13,13,2953,29,12,98.49
SAP,104542,16,157,43,1,18,3,5,1876767,76938,42,78,6,6,2,98.53,2,22,5,3.48,1550917,1960442,206,255,181,1064,6,20,8,19,3900,44,13,57.44
Accenture,104543,24,158,42,1,13,1,4,1424089,186501,20,146,23,25,5,92.25,7,3,4,2.14,1395570,767221,204,210,234,1239,18,20,18,17,3576,6,4,56.43
Wipro,104544,8,180,36,1,7,1,3,1053963,80799,18,19,5,2,2,74.52,4,29,5,4.56,3700165,3098669,291,130,175,1502,18,3,17,18,2058,12,14,97.99
Alphabet,104545,17,126,47,1,22,4,7,2359375,264150,59,64,12,14,5,76.78,11,10,2,1.7,2002872,5427133,469,192,124,1592,7,18,4,4,9847,17,12,79.96
NVIDIA,104546,5,165,30,0,7,4,9,922509,58280,18,104,24,7,2,83.13,25,11,2,4.95,655643,1044716,255,239,222,1378,12,7,17,7,9796,50,14,96.58
NVIDIA,104547,30,129,58,1,34,4,10,3361979,103040,57,290,16,4,1,70.09,1,16,2,1.9,568863,2585827,385,58,136,1201,26,12,9,2,7501,61,2,55.96
Oracle,104548,5,136,48,1,29,1,5,2880040,190314,31,54,3,11,3,89.43,17,16,4,4.52,954581,3493147,402,36,137,1215,22,5,14,15,5791,50,6,88.65
Oracle,104549,28,129,63,1,33,4,3,3299385,174745,48,54,12,25,2,97.88,23,39,3,2.89,3701119,3083756,391,439,188,1430,3,5,13,12,2356,11,7,50.52
HCLTech,104550,28,111,22,1,2,3,8,617937,53805,25,219,16,9,1,97.68,1,17,1,2.02,3440011,1136628,188,204,125,1306,20,4,1,5,1922,31,8,66.17
HCLTech,104551,14,155,33,0,6,3,9,913871,43263,14,17,13,22,2,95.14,7,10,5,1.53,2106763,1181996,75,295,213,1503,18,18,13,6,7583,21,15,89.73
Capgemini,104552,11,139,54,0,35,3,9,3395494,273725,33,68,16,16,4,79.84,4,6,1,1.96,3141053,791054,374,170,218,1301,21,16,4,11,3687,45,13,96.25
Tesla,104553,8,179,55,1,31,2,7,3104130,103657,6,50,12,9,1,95.43,5,29,5,1.34,933082,3367269,135,467,237,1205,14,6,7,2,1438,26,6,81.22
Apple,104554,12,170,65,1,35,5,10,3390311,206343,22,121,16,17,3,84.06,25,16,4,1.42,3410798,2271327,434,184,208,1416,10,1,17,3,1444,52,2,83.46
Microsoft,104555,24,178,29,1,3,5,10,543961,59958,30,30,5,5,3,76.66,12,2,1,3.62,928192,2394214,26,172,123,1487,3,15,7,11,1667,51,1,99.84
HCLTech,104556,20,139,43,0,24,5,8,2443031,190523,40,294,20,10,3,82.43,21,24,4,4.01,1029993,2812392,356,139,170,1430,17,20,6,10,8261,29,11,56.09
Capgemini,104557,25,135,56,1,28,1,8,2818818,176913,21,220,9,15,3,85.55,11,24,1,1.3,4679754,2300024,283,201,179,1057,28,12,11,12,1043,71,9,51.29
Oracle,104558,8,112,51,1,25,3,8,2649087,243664,1,242,2,20,4,71.6,24,1,1,3.45,2557105,3914543,12,64,167,1526,6,5,17,17,7367,50,14,68.79
Meta,104559,29,123,55,1,35,1,9,3431815,178685,43,139,10,12,2,82.56,22,39,0,1.91,470828,4900064,445,475,178,1226,12,13,15,17,1854,1,4,93.63
NVIDIA,104560,18,105,61,0,35,4,5,3368868,211454,24,132,14,5,3,89.85,10,9,3,1.06,2279185,4560860,188,146,205,1600,18,15,13,5,8151,37,8,65.98
Adobe,104561,22,109,39,0,11,5,10,1304278,147617,39,48,16,2,4,78.99,23,28,5,2.45,452433,2612615,285,443,148,1068,2,10,12,3,9524,68,2,81.33
NVIDIA,104562,2,138,49,0,26,3,3,2568730,210160,9,255,16,1,4,98.04,19,28,3,4.24,3021013,3526183,262,66,125,1539,8,2,15,12,8534,59,13,86.62
Cisco,104563,7,143,42,1,16,4,2,1846344,199275,1,285,3,23,5,83.49,29,37,0,1.05,298322,685687,97,488,139,1003,20,18,0,10,2066,5,5,95.03
Wipro,104564,9,142,55,1,35,5,7,3552965,147704,31,253,6,0,2,78.43,24,11,3,1.14,1129722,4997276,251,437,170,1492,18,20,3,3,7201,37,6,63.85
IBM,104565,30,133,46,1,26,1,4,2672142,217853,56,57,21,8,4,87.25,11,19,5,1.18,4407899,1343308,296,420,174,1192,3,13,13,19,5077,62,13,64.1
HCLTech,104566,12,131,58,0,35,2,2,3354542,382624,51,3,11,12,5,92.73,13,37,5,4.26,2169274,4423335,257,445,217,1348,28,20,1,9,9499,27,9,86.53
Capgemini,104567,25,164,55,1,28,2,10,2822432,62345,40,9,5,9,1,77.44,28,31,4,1.37,922498,3916012,407,211,229,1424,25,13,6,2,5345,31,3,61.9
SAP,104568,28,130,41,0,21,5,10,2156832,87509,44,166,6,24,2,72.37,22,19,2,3.99,4529617,1349482,324,440,135,1116,9,8,8,16,1562,22,11,51.24
Capgemini,104569,1,179,58,1,35,1,4,3392915,150004,59,227,5,20,2,99.89,1,40,4,2.39,3312763,4643483,65,484,229,1268,21,2,12,10,2505,12,6,59.18
HCLTech,104570,14,167,53,0,31,1,7,3213142,163829,50,233,18,22,2,94.99,12,28,3,1.93,1775787,2355305,451,32,208,1117,19,3,20,11,5863,72,10,71.72
Tesla,104571,26,148,35,1,7,3,4,840985,19912,6,54,2,8,1,94.61,2,23,1,3.64,4799581,711885,427,154,132,1229,24,15,2,7,6140,14,5,51.31
Apple,104572,13,173,39,0,14,4,7,1555242,107934,45,290,24,5,2,72.23,17,10,3,3.7,4249310,3778540,195,11,160,1238,19,12,16,14,6032,28,9,87.45
Infosys,104573,8,175,39,0,20,5,1,2041700,85887,40,36,12,5,2,98.33,4,34,1,2.65,4932581,4695887,400,330,218,1561,13,4,9,6,2138,66,5,53.92
Cisco,104574,19,160,30,0,2,1,2,533722,82456,48,112,6,10,5,75.27,4,17,0,4.98,2201707,627962,261,487,223,1482,14,20,3,9,2418,51,12,91.34
Intel,104575,29,123,57,1,29,5,3,2881415,271514,52,258,9,20,4,95.12,16,30,4,1.1,2158135,2878665,87,120,187,1218,5,11,16,17,7787,32,9,50.24
Microsoft,104576,21,103,45,1,15,3,7,1675224,114467,27,28,16,14,3,87.34,7,11,2,2.83,2295324,4934976,331,425,204,1414,21,2,10,10,2562,49,9,56.71
Accenture,104577,20,146,22,1,1,2,10,501210,54141,12,100,20,25,3,84.75,27,18,2,2.04,160736,469357,1,311,197,1592,9,16,21,16,1934,48,14,72.59
Tesla,104578,22,123,24,1,0,1,1,215408,10348,0,242,17,19,2,82.13,13,10,2,3.36,433000,2872395,277,85,150,1296,30,10,14,16,8744,32,9,84.76
Adobe,104579,8,107,53,0,27,5,2,2750490,110027,37,49,17,3,2,70.74,12,36,4,1.47,517119,4829169,455,0,167,1480,29,3,2,10,7268,45,13,63.7
Microsoft,104580,10,100,62,1,33,2,6,3328300,350678,50,4,11,13,5,94.09,23,25,0,1.03,2607348,3148245,83,448,121,1053,28,7,13,12,6382,4,11,85.46
TCS,104581,7,150,31,1,9,5,9,1209913,68304,19,37,20,20,2,78.91,3,6,3,1.58,721725,5090516,172,229,126,1011,29,20,6,12,9114,58,2,86.4
TCS,104582,24,114,55,1,31,5,6,3182762,240228,30,117,7,21,3,98.84,7,14,5,3.29,974724,1630666,441,258,187,1004,22,0,5,12,8493,1,15,72.74
HCLTech,104583,2,147,33,1,6,2,2,951316,136326,44,116,13,17,5,85.43,7,39,4,1.67,1845579,1732217,415,277,157,1520,19,3,8,6,8214,52,15,89.2
Infosys,104584,27,126,62,1,32,1,3,3299613,237200,36,101,22,7,3,75.48,27,18,5,1.68,1970758,921135,116,384,134,1232,15,20,1,2,1623,37,10,76.76
Wipro,104585,18,104,29,0,9,2,2,1020528,107827,26,63,15,10,5,71.01,26,13,2,1.46,4881345,3325024,230,375,190,1281,16,4,22,2,8917,52,15,79.36
Infosys,104586,3,178,36,1,7,1,3,1009419,56153,48,111,12,14,2,92,23,14,4,2.13,2170445,2779518,406,196,204,1265,26,8,8,14,6588,2,9,50.88
HCLTech,104587,18,149,53,0,23,5,3,2287676,180496,46,210,18,24,3,93.78,16,8,0,3.05,3940444,1206903,123,360,195,1587,27,0,14,14,1428,6,14,90.47
Apple,104588,14,179,34,1,10,2,9,1304177,89237,37,230,25,3,3,86.5,4,23,1,4.95,2440236,2805625,70,257,175,1264,15,18,0,7,4124,72,9,75.88
Microsoft,104589,6,148,32,0,2,1,2,590918,21060,48,233,16,16,1,99.5,27,29,5,1.67,2814755,1202039,282,429,126,1556,13,11,4,7,6285,15,0,79.8
